,coin,duration,favorite,like,sectid,sectname,time,view
27,67.98,648.63,1556.57,5.17,161.0,手工,2015-08-24 07:11:36,34205.2
28,34.34,977.59,59.39,2.85,172.0,手机游戏,2015-08-24 07:11:36,6061.99
29,57.94,743.51,244.26,4.87,138.0,搞笑,2015-08-24 07:11:36,30849.08
30,15.16,482.52,38.89,0.38,95.0,数码,2015-08-24 07:11:36,9493.26
31,23.8,953.34,161.74,2.94,21.0,日常,2015-08-24 07:11:36,9141.91
32,39.26,446.1,246.35,4.3,137.0,明星,2015-08-24 07:11:36,7562.85
33,283.19,1313.84,861.34,6.81,96.0,星海,2015-08-24 07:11:36,32088.22
34,9.5,889.5,871.5,2.0,158.0,服饰,2015-08-24 07:11:36,38329.0
35,16.85,449.43,184.41,1.55,98.0,机械,2015-08-24 07:11:36,9721.05
36,7.72,2257.4,14.65,0.24,173.0,桌游棋牌,2015-08-24 07:11:36,6262.22
37,7.47,1056.36,66.24,0.43,176.0,汽车,2015-08-24 07:11:36,6933.9
38,48.33,0.0,609.0,14.0,187.0,海外剧,2015-08-24 07:11:36,110281.67
39,67.79,323.19,160.27,2.26,59.0,演奏,2015-08-24 07:11:36,6413.25
40,80.07,12565.81,1521.48,3.1,39.0,演讲-公开课,2015-08-24 07:11:36,21491.67
41,49.12,4325.65,585.65,4.88,179.0,热血军事,2015-08-24 07:11:36,13615.82
42,44.03,482.4,128.9,10.9,86.0,特摄,2015-08-24 07:11:36,8480.27
43,17.43,2080.8,43.73,0.41,171.0,电子竞技,2015-08-24 07:11:36,7720.73
44,6.67,377.67,274.67,0.33,82.0,电影相关,2015-08-24 07:11:36,13401.33
45,4.8,212.8,30.6,0.6,128.0,电视剧相关,2015-08-24 07:11:36,1642.2
46,68.2,864.01,614.18,7.01,85.0,短片,2015-08-24 07:11:36,31603.19
47,165.08,359.09,622.62,10.5,47.0,短片-手书-配音,2015-08-24 07:11:36,12844.8
48,19.69,3063.69,504.71,1.94,178.0,科学探索,2015-08-24 07:11:36,12249.66
49,129.74,1224.15,471.69,2.68,162.0,绘画,2015-08-24 07:11:36,9677.84
50,78.65,530.19,292.33,3.72,27.0,综合,2015-08-24 07:11:36,12596.86
51,29.43,3204.39,336.57,2.79,71.0,综艺,2015-08-24 07:11:36,13509.18
52,29.04,471.96,502.56,1.24,157.0,美妆,2015-08-24 07:11:36,13176.2
53,62.6,506.08,139.23,1.02,76.0,美食圈,2015-08-24 07:11:36,15348.29
54,209.79,261.05,437.85,7.22,31.0,翻唱,2015-08-24 07:11:36,12665.74
55,7.77,2356.77,352.54,1.31,180.0,舌尖上的旅行,2015-08-24 07:11:36,13124.69
56,83.33,384.76,712.57,5.19,156.0,舞蹈教程,2015-08-24 07:11:36,14805.0
57,9.96,127.81,114.33,1.14,60.47,资讯,2015-08-24 07:11:36,12270.37
58,26.19,623.11,267.64,2.34,124.0,趣味科普人文,2015-08-24 07:11:36,16063.25
59,6.73,1112.57,78.34,0.96,163.0,运动,2015-08-24 07:11:36,3572.34
60,721.48,464.27,520.0,5.91,33.0,连载动画,2015-08-24 07:11:36,557040.91
61,55.56,3246.69,410.5,5.3,122.0,野生技术协会,2015-08-24 07:11:36,9505.33
62,54.65,140.22,227.79,1.21,26.0,音MAD,2015-08-24 07:11:36,14526.3
63,44.71,1392.66,272.29,6.74,130.0,音乐选集,2015-08-24 07:11:36,6231.57
64,4.99,331.7,18.77,0.18,136.0,音游,2015-08-24 07:11:36,1346.07
65,45.55,665.36,519.82,4.5,184.0,预告 资讯,2015-08-24 07:11:36,32217.48
66,279.65,169.36,823.63,6.88,22.0,鬼畜调教,2015-08-24 07:11:36,45235.19
0,35.5,1400.38,430.99,5.23,175.0,ASMR,2015-09-03 07:11:36,14854.59
1,23.14,270.83,76.54,0.72,121.0,GMV,2015-09-03 07:11:36,3637.23
2,25.5,916.22,527.39,4.09,131.0,Korea相关,2015-09-03 07:11:36,11479.86
3,118.02,242.7,394.28,2.96,24.0,MAD-AMV,2015-09-03 07:11:36,8906.7
4,55.16,607.1,446.54,2.6,25.0,MMD-3D,2015-09-03 07:11:36,6078.03
5,21.83,1624.45,21.3,0.19,19.0,Mugen,2015-09-03 07:11:36,4923.68
6,35.62,767.24,332.55,4.0,54.0,OP-ED-OST,2015-09-03 07:11:36,10080.63
7,86.39,331.27,288.19,3.22,30.0,VOCALOID-UTAU,2015-09-03 07:11:36,5531.29
8,50.88,354.33,521.64,4.09,154.0,三次元舞蹈,2015-09-03 07:11:36,25661.32
9,26.66,1257.09,230.69,1.94,29.0,三次元音乐,2015-09-03 07:11:36,5975.38
10,386.43,224.31,681.93,3.45,126.0,人力VOCALOID,2015-09-03 07:11:36,30485.22
11,24.23,4782.36,688.51,2.12,37.0,人文历史,2015-09-03 07:11:36,9464.31
12,4.0,121.0,56.0,0.0,164.0,健身,2015-09-03 07:11:36,4807.0
13,106.37,462.1,493.88,2.9,174.0,其他,2015-09-03 07:11:36,15921.0
14,25.67,227.22,100.41,1.67,75.0,动物圈,2015-09-03 07:11:36,10587.91
15,4230.5,310.25,8660.5,42.25,28.0,原创音乐,2015-09-03 07:11:36,164031.5
16,550.18,1469.82,983.35,19.41,185.0,国产剧,2015-09-03 07:11:36,465058.41
17,568.39,7178.27,160.33,2.55,153.0,国产动画,2015-09-03 07:11:36,143996.27
18,635.56,1414.62,2726.85,51.0,168.0,国产原创相关,2015-09-03 07:11:36,41261.18
19,31.0,5220.0,725.0,5.0,147.0,国产电影,2015-09-03 07:11:36,9494.0
20,132.96,293.35,305.41,2.67,20.0,宅舞,2015-09-03 07:11:36,18119.62
21,446.32,20828.99,4384.22,24.61,32.0,完结动画,2015-09-03 07:11:36,188185.13
22,47.85,3029.43,329.31,1.42,152.0,官方延伸,2015-09-03 07:11:36,6575.12
23,54.0,11006.25,308.0,9.12,169.0,布袋戏,2015-09-03 07:11:36,10052.62
24,35.45,309.13,315.68,2.65,166.0,广告,2015-09-03 07:11:36,9535.81
25,34.29,419.73,196.32,2.58,183.0,影视剪辑,2015-09-03 07:11:36,8827.23
26,42.62,642.41,198.3,4.81,182.0,影视杂谈,2015-09-03 07:11:36,22753.05
27,29.46,760.06,718.9,4.27,161.0,手工,2015-09-03 07:11:36,22565.99
28,35.33,2140.37,90.19,0.76,172.0,手机游戏,2015-09-03 07:11:36,6779.79
29,138.82,596.48,369.86,9.62,138.0,搞笑,2015-09-03 07:11:36,29165.99
30,90.0,1028.0,2291.0,3.0,127.0,教程演示,2015-09-03 07:11:36,33899.0
31,16.6,533.07,59.51,0.52,95.0,数码,2015-09-03 07:11:36,9971.6
32,19.68,1405.75,130.53,2.29,21.0,日常,2015-09-03 07:11:36,7772.23
33,41.84,530.53,250.57,3.62,137.0,明星,2015-09-03 07:11:36,7272.69
34,43.22,907.18,238.2,3.3,96.0,星海,2015-09-03 07:11:36,18304.82
35,49.67,540.0,1044.67,3.67,158.0,服饰,2015-09-03 07:11:36,37502.17
36,3.88,491.73,95.03,0.32,98.0,机械,2015-09-03 07:11:36,5152.11
37,23.17,1833.22,21.19,0.36,173.0,桌游棋牌,2015-09-03 07:11:36,8125.91
38,3.88,567.22,43.12,0.32,176.0,汽车,2015-09-03 07:11:36,6480.35
39,37.0,0.0,555.0,3.0,187.0,海外剧,2015-09-03 07:11:36,88775.0
40,59.86,331.03,138.64,2.11,59.0,演奏,2015-09-03 07:11:36,6264.06
41,22.98,3909.83,308.27,1.4,39.0,演讲-公开课,2015-09-03 07:11:36,4641.35
42,20.91,4411.86,452.73,5.14,179.0,热血军事,2015-09-03 07:11:36,9504.86
43,20.53,1286.06,105.47,1.89,86.0,特摄,2015-09-03 07:11:36,4943.11
44,8.91,2014.59,29.0,0.18,171.0,电子竞技,2015-09-03 07:11:36,6389.56
45,1.0,257.0,10.0,0.0,82.0,电影相关,2015-09-03 07:11:36,936.0
46,3.73,330.27,81.45,1.27,128.0,电视剧相关,2015-09-03 07:11:36,7782.09
47,51.41,806.58,479.84,2.84,85.0,短片,2015-09-03 07:11:36,20222.24
48,173.66,321.75,744.99,8.5,47.0,短片-手书-配音,2015-09-03 07:11:36,12932.68
49,19.83,4436.05,410.64,1.43,178.0,科学探索,2015-09-03 07:11:36,13075.02
50,56.27,1939.86,270.29,1.47,162.0,绘画,2015-09-03 07:11:36,3683.86
51,110.73,521.07,425.32,3.27,27.0,综合,2015-09-03 07:11:36,17178.21
52,22.66,3019.37,263.66,1.84,71.0,综艺,2015-09-03 07:11:36,11046.09
53,11.59,627.35,273.24,0.47,157.0,美妆,2015-09-03 07:11:36,10043.71
54,41.64,1015.62,212.29,0.74,76.0,美食圈,2015-09-03 07:11:36,17655.0
55,156.1,199.57,323.15,4.18,31.0,翻唱,2015-09-03 07:11:36,8685.7
56,19.38,3531.09,467.56,0.53,180.0,舌尖上的旅行,2015-09-03 07:11:36,16594.38
57,26.17,606.04,513.61,1.39,156.0,舞蹈教程,2015-09-03 07:11:36,11319.3
58,30.91,174.01,204.31,0.82,58.94,资讯,2015-09-03 07:11:36,27588.41
59,31.01,635.06,330.84,2.62,124.0,趣味科普人文,2015-09-03 07:11:36,22361.51
60,5.3,1005.98,58.67,0.84,163.0,运动,2015-09-03 07:11:36,3084.17
61,697.93,425.77,1111.26,4.97,33.0,连载动画,2015-09-03 07:11:36,504707.2
62,88.7,1591.38,379.13,1.58,122.0,野生技术协会,2015-09-03 07:11:36,7823.96
63,241.73,107.0,603.42,5.61,26.0,音MAD,2015-09-03 07:11:36,20373.08
64,49.6,1535.98,292.21,2.17,130.0,音乐选集,2015-09-03 07:11:36,8734.26
65,25.18,585.77,73.7,0.37,136.0,音游,2015-09-03 07:11:36,3424.31
66,31.48,749.28,567.57,3.32,184.0,预告 资讯,2015-09-03 07:11:36,31353.5
67,403.1,169.92,1073.69,25.4,22.0,鬼畜调教,2015-09-03 07:11:36,51505.48
0,55.73,1407.46,310.47,1.94,175.0,ASMR,2015-09-13 07:11:36,13991.34
1,36.32,231.73,107.67,1.13,121.0,GMV,2015-09-13 07:11:36,4677.06
2,21.49,1047.59,471.39,3.08,131.0,Korea相关,2015-09-13 07:11:36,10279.16
3,102.54,243.65,428.14,2.46,24.0,MAD-AMV,2015-09-13 07:11:36,8548.3
4,45.37,219.76,506.56,2.65,25.0,MMD-3D,2015-09-13 07:11:36,8175.3
5,24.11,1363.71,16.55,0.11,19.0,Mugen,2015-09-13 07:11:36,4754.08
6,40.32,1158.76,332.41,2.73,54.0,OP-ED-OST,2015-09-13 07:11:36,8019.56
7,75.97,273.16,299.45,4.18,30.0,VOCALOID-UTAU,2015-09-13 07:11:36,5276.85
8,156.03,363.55,714.29,3.8,154.0,三次元舞蹈,2015-09-13 07:11:36,39423.77
9,47.4,1144.83,229.73,1.84,29.0,三次元音乐,2015-09-13 07:11:36,6529.32
10,468.89,232.65,1081.26,7.49,126.0,人力VOCALOID,2015-09-13 07:11:36,48515.77
11,24.77,4117.96,806.4,2.2,37.0,人文历史,2015-09-13 07:11:36,7905.17
12,36.0,21062.0,1709.0,7.0,164.0,健身,2015-09-13 07:11:36,15798.0
13,159.93,742.8,340.31,4.78,174.0,其他,2015-09-13 07:11:36,18785.02
14,54.97,415.21,91.91,1.87,75.0,动物圈,2015-09-13 07:11:36,11519.3
15,1273.75,309.5,3148.5,58.75,28.0,原创音乐,2015-09-13 07:11:36,77153.75
16,137.54,1519.42,490.92,8.35,185.0,国产剧,2015-09-13 07:11:36,246425.65
17,479.34,4435.14,675.2,6.51,153.0,国产动画,2015-09-13 07:11:36,137938.34
18,120.3,1926.3,341.39,3.73,168.0,国产原创相关,2015-09-13 07:11:36,15720.24
19,147.78,454.24,271.12,2.17,20.0,宅舞,2015-09-13 07:11:36,18938.45
20,170.54,18926.44,2546.05,10.57,32.0,完结动画,2015-09-13 07:11:36,90438.59
21,29.54,2390.5,209.11,1.27,152.0,官方延伸,2015-09-13 07:11:36,4561.71
22,84.67,55196.33,885.67,1.0,169.0,布袋戏,2015-09-13 07:11:36,40461.33
23,171.12,203.8,809.68,14.76,166.0,广告,2015-09-13 07:11:36,54914.12
24,49.99,473.52,246.49,2.44,183.0,影视剪辑,2015-09-13 07:11:36,10428.11
25,62.21,321.26,265.47,4.53,182.0,影视杂谈,2015-09-13 07:11:36,28337.91
26,21.13,902.1,399.25,1.17,161.0,手工,2015-09-13 07:11:36,14215.58
27,33.6,806.64,31.54,1.23,172.0,手机游戏,2015-09-13 07:11:36,4974.35
28,113.93,490.54,275.41,5.82,138.0,搞笑,2015-09-13 07:11:36,33652.39
29,9.05,377.45,54.16,0.39,95.0,数码,2015-09-13 07:11:36,9317.45
30,24.86,735.36,159.32,4.07,21.0,日常,2015-09-13 07:11:36,10948.83
31,34.88,867.75,232.74,2.49,137.0,明星,2015-09-13 07:11:36,6824.08
32,54.74,746.81,147.38,2.31,96.0,星海,2015-09-13 07:11:36,11776.15
33,2.82,273.31,53.2,0.51,98.0,机械,2015-09-13 07:11:36,5604.24
34,10.13,1695.18,15.3,0.26,173.0,桌游棋牌,2015-09-13 07:11:36,4185.14
35,5.34,619.27,55.64,0.42,176.0,汽车,2015-09-13 07:11:36,6575.39
36,29.0,0.0,513.0,6.0,187.0,海外剧,2015-09-13 07:11:36,77556.0
37,122.86,362.59,395.64,3.38,59.0,演奏,2015-09-13 07:11:36,8933.13
38,43.47,13097.38,716.67,3.19,39.0,演讲-公开课,2015-09-13 07:11:36,9051.39
39,83.74,3027.26,518.94,0.74,179.0,热血军事,2015-09-13 07:11:36,11758.86
40,12.84,782.54,73.73,2.49,86.0,特摄,2015-09-13 07:11:36,4527.7
41,29.87,2175.15,60.66,0.62,171.0,电子竞技,2015-09-13 07:11:36,9011.9
42,5.5,387.5,19.0,0.0,82.0,电影相关,2015-09-13 07:11:36,1962.5
43,44.62,249.12,65.75,3.25,128.0,电视剧相关,2015-09-13 07:11:36,7252.5
44,13.34,796.14,232.52,1.35,85.0,短片,2015-09-13 07:11:36,14624.34
45,246.31,620.84,1030.98,15.33,47.0,短片-手书-配音,2015-09-13 07:11:36,19661.66
46,44.18,3443.7,332.85,0.82,178.0,科学探索,2015-09-13 07:11:36,10027.95
47,67.63,1197.32,194.08,1.56,162.0,绘画,2015-09-13 07:11:36,6195.44
48,161.12,745.52,366.34,6.72,27.0,综合,2015-09-13 07:11:36,17766.0
49,28.3,2311.28,296.05,2.48,71.0,综艺,2015-09-13 07:11:36,14322.89
50,10.5,506.93,829.0,1.5,157.0,美妆,2015-09-13 07:11:36,13429.43
51,35.81,810.4,167.03,0.69,76.0,美食圈,2015-09-13 07:11:36,16201.42
52,227.09,204.65,477.56,8.07,31.0,翻唱,2015-09-13 07:11:36,13172.56
53,55.38,3312.62,570.88,1.38,180.0,舌尖上的旅行,2015-09-13 07:11:36,21868.88
54,68.44,728.93,904.56,2.89,156.0,舞蹈教程,2015-09-13 07:11:36,24602.15
55,13.3,160.16,168.41,0.81,61.46,资讯,2015-09-13 07:11:36,27714.95
56,61.73,635.82,609.34,10.39,124.0,趣味科普人文,2015-09-13 07:11:36,33526.7
57,8.6,1347.93,76.46,2.66,163.0,运动,2015-09-13 07:11:36,2870.83
58,722.77,526.68,823.63,7.07,33.0,连载动画,2015-09-13 07:11:36,471667.91
59,13.87,6183.61,132.09,0.61,122.0,野生技术协会,2015-09-13 07:11:36,3434.8
60,56.43,539.89,243.4,2.84,26.0,音MAD,2015-09-13 07:11:36,11580.2
61,50.73,1624.27,310.61,2.15,130.0,音乐选集,2015-09-13 07:11:36,8059.25
62,3.72,285.66,21.75,0.08,136.0,音游,2015-09-13 07:11:36,983.34
63,28.66,608.05,287.92,2.01,184.0,预告 资讯,2015-09-13 07:11:36,16057.39
64,291.48,153.96,852.58,9.52,22.0,鬼畜调教,2015-09-13 07:11:36,45533.55
0,87.15,1227.66,644.17,5.71,175.0,ASMR,2015-09-23 07:11:36,16548.78
1,29.97,279.42,83.56,1.18,121.0,GMV,2015-09-23 07:11:36,2973.46
2,27.6,1153.53,553.62,4.16,131.0,Korea相关,2015-09-23 07:11:36,12271.79
3,184.74,240.77,536.08,4.35,24.0,MAD-AMV,2015-09-23 07:11:36,10817.64
4,75.77,217.49,503.8,2.87,25.0,MMD-3D,2015-09-23 07:11:36,6315.76
5,23.34,1498.08,19.19,0.26,19.0,Mugen,2015-09-23 07:11:36,4294.08
6,20.21,921.1,193.35,1.52,54.0,OP-ED-OST,2015-09-23 07:11:36,6245.35
7,121.12,326.24,399.03,6.4,30.0,VOCALOID-UTAU,2015-09-23 07:11:36,7486.82
8,53.57,362.14,402.08,2.0,154.0,三次元舞蹈,2015-09-23 07:11:36,20930.96
9,36.57,1217.17,263.36,2.98,29.0,三次元音乐,2015-09-23 07:11:36,6210.36
10,1289.3,217.0,2764.6,29.69,126.0,人力VOCALOID,2015-09-23 07:11:36,96813.97
11,38.23,3963.83,1273.57,4.59,37.0,人文历史,2015-09-23 07:11:36,12777.87
12,107.8,13200.6,6576.4,25.6,164.0,健身,2015-09-23 07:11:36,67338.2
13,25.28,987.75,122.54,1.75,174.0,其他,2015-09-23 07:11:36,13394.66
14,31.99,236.38,94.52,2.49,75.0,动物圈,2015-09-23 07:11:36,12505.95
15,3380.17,316.33,8162.5,69.5,28.0,原创音乐,2015-09-23 07:11:36,158775.67
16,124.68,505.97,293.87,6.06,185.0,国产剧,2015-09-23 07:11:36,135861.16
17,180.28,17140.62,387.34,6.68,153.0,国产动画,2015-09-23 07:11:36,97077.46
18,107.55,1581.8,1025.73,12.24,168.0,国产原创相关,2015-09-23 07:11:36,17207.37
19,115.09,350.53,270.61,1.52,20.0,宅舞,2015-09-23 07:11:36,15908.63
20,1496.7,18515.97,4430.97,22.26,32.0,完结动画,2015-09-23 07:11:36,299914.0
21,25.41,2930.76,226.1,1.27,152.0,官方延伸,2015-09-23 07:11:36,4842.96
22,68.0,222.0,179.0,2.67,169.0,布袋戏,2015-09-23 07:11:36,6104.67
23,119.04,454.79,835.33,5.21,166.0,广告,2015-09-23 07:11:36,20600.58
24,53.63,445.46,248.71,2.73,183.0,影视剪辑,2015-09-23 07:11:36,9769.94
25,75.24,436.34,158.45,4.17,182.0,影视杂谈,2015-09-23 07:11:36,15569.34
26,43.33,789.24,284.61,4.5,161.0,手工,2015-09-23 07:11:36,9309.86
27,41.98,615.37,46.92,0.55,172.0,手机游戏,2015-09-23 07:11:36,6353.03
28,36.08,535.92,151.91,4.0,138.0,搞笑,2015-09-23 07:11:36,23618.05
29,10.68,471.51,38.05,0.39,95.0,数码,2015-09-23 07:11:36,8215.9
30,42.5,1197.5,120.96,3.1,21.0,日常,2015-09-23 07:11:36,8198.82
31,41.74,617.12,258.63,5.48,137.0,明星,2015-09-23 07:11:36,8167.34
32,40.48,569.05,191.36,3.15,96.0,星海,2015-09-23 07:11:36,16217.72
33,13.5,249.5,942.5,4.0,158.0,服饰,2015-09-23 07:11:36,24119.0
34,8.96,487.84,97.02,0.4,98.0,机械,2015-09-23 07:11:36,6707.25
35,28.88,2131.4,27.67,0.71,173.0,桌游棋牌,2015-09-23 07:11:36,9517.73
36,5.34,598.36,63.28,0.7,176.0,汽车,2015-09-23 07:11:36,5785.53
37,30.0,0.0,555.0,5.5,187.0,海外剧,2015-09-23 07:11:36,73965.0
38,151.24,315.15,287.77,4.22,59.0,演奏,2015-09-23 07:11:36,8969.06
39,15.81,11049.01,339.58,1.41,39.0,演讲-公开课,2015-09-23 07:11:36,4869.74
40,7.75,7070.12,384.0,0.75,179.0,热血军事,2015-09-23 07:11:36,5620.25
41,37.07,1864.11,169.91,2.72,86.0,特摄,2015-09-23 07:11:36,8140.7
42,16.76,2117.29,33.6,0.29,171.0,电子竞技,2015-09-23 07:11:36,6247.53
43,7.0,256.5,67.0,2.0,82.0,电影相关,2015-09-23 07:11:36,8120.5
44,22.67,116.83,120.33,0.5,128.0,电视剧相关,2015-09-23 07:11:36,3762.0
45,96.15,716.24,608.35,8.2,85.0,短片,2015-09-23 07:11:36,17522.93
46,157.85,291.29,453.39,5.17,47.0,短片-手书-配音,2015-09-23 07:11:36,9159.36
47,17.09,3725.49,492.72,0.81,178.0,科学探索,2015-09-23 07:11:36,14831.49
48,90.57,1607.75,301.46,1.85,162.0,绘画,2015-09-23 07:11:36,5299.67
49,194.77,575.51,340.38,3.63,27.0,综合,2015-09-23 07:11:36,16713.38
50,36.58,5014.19,355.22,2.93,71.0,综艺,2015-09-23 07:11:36,13485.92
51,91.62,756.38,2636.75,3.0,157.0,美妆,2015-09-23 07:11:36,43023.12
52,67.09,1168.57,242.22,1.72,76.0,美食圈,2015-09-23 07:11:36,19602.05
53,230.45,255.12,493.91,6.62,31.0,翻唱,2015-09-23 07:11:36,14999.26
54,48.43,3856.0,1209.86,0.93,180.0,舌尖上的旅行,2015-09-23 07:11:36,22740.14
55,57.89,500.66,757.68,4.39,156.0,舞蹈教程,2015-09-23 07:11:36,16545.21
56,22.83,90.43,227.04,1.09,77.2,资讯,2015-09-23 07:11:36,13449.44
57,39.3,1126.23,287.26,2.38,124.0,趣味科普人文,2015-09-23 07:11:36,23644.68
58,6.98,907.45,81.27,1.56,163.0,运动,2015-09-23 07:11:36,3144.64
59,2228.96,579.79,1497.25,9.28,33.0,连载动画,2015-09-23 07:11:36,766500.12
60,55.51,2185.41,343.96,2.53,122.0,野生技术协会,2015-09-23 07:11:36,10286.28
61,120.58,138.01,385.08,1.83,26.0,音MAD,2015-09-23 07:11:36,17334.45
62,50.26,1419.54,288.57,2.27,130.0,音乐选集,2015-09-23 07:11:36,6116.47
63,14.67,391.12,40.15,0.29,136.0,音游,2015-09-23 07:11:36,1737.0
64,20.54,881.65,329.38,2.42,184.0,预告 资讯,2015-09-23 07:11:36,20530.05
65,878.71,186.3,2349.86,34.36,22.0,鬼畜调教,2015-09-23 07:11:36,84103.31
0,57.37,1344.26,401.22,2.38,175.0,ASMR,2015-10-03 07:11:36,15089.66
1,44.68,306.68,139.93,1.23,121.0,GMV,2015-10-03 07:11:36,5024.7
2,25.8,936.72,517.6,4.37,131.0,Korea相关,2015-10-03 07:11:36,11619.81
3,105.44,243.58,351.68,3.08,24.0,MAD-AMV,2015-10-03 07:11:36,7927.05
4,46.12,236.87,429.11,2.09,25.0,MMD-3D,2015-10-03 07:11:36,4579.78
5,18.32,2818.73,15.49,0.25,19.0,Mugen,2015-10-03 07:11:36,3831.42
6,30.66,723.52,296.06,1.72,54.0,OP-ED-OST,2015-10-03 07:11:36,9383.85
7,117.04,367.17,322.91,4.1,30.0,VOCALOID-UTAU,2015-10-03 07:11:36,7830.87
8,61.72,463.03,777.77,3.63,154.0,三次元舞蹈,2015-10-03 07:11:36,28400.2
9,20.54,1286.68,164.52,1.65,29.0,三次元音乐,2015-10-03 07:11:36,4364.43
10,748.66,212.18,1254.72,5.99,126.0,人力VOCALOID,2015-10-03 07:11:36,45180.27
11,19.15,4005.67,817.02,1.81,37.0,人文历史,2015-10-03 07:11:36,11306.4
12,316.0,16353.5,9081.5,36.5,164.0,健身,2015-10-03 07:11:36,121566.0
13,24.08,739.99,153.8,1.87,174.0,其他,2015-10-03 07:11:36,10812.33
14,15.89,234.51,66.53,1.55,75.0,动物圈,2015-10-03 07:11:36,7169.15
15,182.33,613.0,491.0,5.0,28.0,原创音乐,2015-10-03 07:11:36,9325.0
16,27.77,116.54,65.23,1.77,185.0,国产剧,2015-10-03 07:11:36,43520.0
17,518.74,6341.48,565.39,8.39,153.0,国产动画,2015-10-03 07:11:36,101557.73
18,158.63,1877.97,878.37,16.17,168.0,国产原创相关,2015-10-03 07:11:36,14921.23
19,103.14,467.22,249.93,1.67,20.0,宅舞,2015-10-03 07:11:36,13068.28
20,294.1,20436.81,2833.06,13.75,32.0,完结动画,2015-10-03 07:11:36,95493.13
21,47.9,3268.96,425.31,2.09,152.0,官方延伸,2015-10-03 07:11:36,6863.1
22,7.33,311.67,17.33,0.33,169.0,布袋戏,2015-10-03 07:11:36,5661.67
23,9.9,209.9,111.1,0.67,166.0,广告,2015-10-03 07:11:36,6635.62
24,62.62,515.05,270.08,3.09,183.0,影视剪辑,2015-10-03 07:11:36,10643.78
25,71.92,1022.22,420.89,4.81,182.0,影视杂谈,2015-10-03 07:11:36,30801.43
26,18.55,981.16,274.29,1.63,161.0,手工,2015-10-03 07:11:36,9701.0
27,2.89,856.15,4.9,0.11,172.0,手机游戏,2015-10-03 07:11:36,1254.72
28,89.0,377.87,227.66,6.06,138.0,搞笑,2015-10-03 07:11:36,27427.56
29,44.5,5760.0,383.5,1.5,127.0,教程演示,2015-10-03 07:11:36,21090.0
30,11.05,520.76,53.86,0.4,95.0,数码,2015-10-03 07:11:36,7929.41
31,31.63,1137.51,133.94,1.58,21.0,日常,2015-10-03 07:11:36,7548.7
32,48.34,803.26,319.78,5.82,137.0,明星,2015-10-03 07:11:36,8543.99
33,161.85,597.05,260.04,3.56,96.0,星海,2015-10-03 07:11:36,14004.42
34,22.75,514.25,802.75,1.0,158.0,服饰,2015-10-03 07:11:36,24145.75
35,3.24,523.99,64.17,0.42,98.0,机械,2015-10-03 07:11:36,4973.3
36,7.25,1911.56,14.3,0.11,173.0,桌游棋牌,2015-10-03 07:11:36,4508.05
37,3.97,511.76,56.66,0.4,176.0,汽车,2015-10-03 07:11:36,5941.51
38,46.93,354.69,156.22,1.61,59.0,演奏,2015-10-03 07:11:36,5064.3
39,33.43,8226.1,658.38,5.41,39.0,演讲-公开课,2015-10-03 07:11:36,7925.93
40,10.31,6131.08,331.08,0.85,179.0,热血军事,2015-10-03 07:11:36,7702.62
41,22.29,945.43,88.26,2.11,86.0,特摄,2015-10-03 07:11:36,4985.03
42,14.79,1989.24,34.3,0.73,171.0,电子竞技,2015-10-03 07:11:36,6686.7
43,4.33,353.0,50.0,0.67,82.0,电影相关,2015-10-03 07:11:36,2393.0
44,5.33,369.89,50.11,0.44,128.0,电视剧相关,2015-10-03 07:11:36,3590.33
45,13.71,680.36,256.88,2.45,85.0,短片,2015-10-03 07:11:36,18873.04
46,96.14,419.58,378.81,4.46,47.0,短片-手书-配音,2015-10-03 07:11:36,9340.9
47,109.84,3399.17,828.3,1.33,178.0,科学探索,2015-10-03 07:11:36,17146.88
48,83.98,1187.87,272.35,1.14,162.0,绘画,2015-10-03 07:11:36,4632.43
49,140.71,558.47,311.29,4.87,27.0,综合,2015-10-03 07:11:36,12924.14
50,26.66,2604.66,261.5,2.75,71.0,综艺,2015-10-03 07:11:36,11638.83
51,7.61,653.72,302.61,0.06,157.0,美妆,2015-10-03 07:11:36,5045.11
52,20.67,1064.39,215.8,0.62,76.0,美食圈,2015-10-03 07:11:36,14269.08
53,217.56,241.36,469.87,4.75,31.0,翻唱,2015-10-03 07:11:36,11948.27
54,4.56,2931.0,185.56,0.44,180.0,舌尖上的旅行,2015-10-03 07:11:36,8848.67
55,61.0,644.42,929.42,1.42,156.0,舞蹈教程,2015-10-03 07:11:36,17290.89
56,28.69,148.36,510.75,1.59,65.64,资讯,2015-10-03 07:11:36,19137.2
57,20.29,807.28,186.3,1.01,124.0,趣味科普人文,2015-10-03 07:11:36,16730.39
58,6.93,1179.66,112.86,1.58,163.0,运动,2015-10-03 07:11:36,3506.39
59,1494.58,401.68,2911.53,6.69,33.0,连载动画,2015-10-03 07:11:36,855511.12
60,28.33,2040.85,139.02,0.88,122.0,野生技术协会,2015-10-03 07:11:36,5421.32
61,197.38,147.36,651.87,2.16,26.0,音MAD,2015-10-03 07:11:36,16949.79
62,30.78,1253.86,161.88,1.36,130.0,音乐选集,2015-10-03 07:11:36,4596.64
63,8.0,437.95,29.29,0.22,136.0,音游,2015-10-03 07:11:36,1481.02
64,19.83,818.5,242.37,2.24,184.0,预告 资讯,2015-10-03 07:11:36,12735.23
