,coin,duration,favorite,like,mostaid,sectid,sectname,time,view
0,2.0,73.0,14.0,0.0,114165,175.0,ASMR,2011-07-06 07:11:36,11753.0
1,608.23,256.45,1447.49,31.92,115628,24.0,MAD-AMV,2011-07-06 07:11:36,41063.44
2,3.91,386.37,87.56,0.35,115319,25.0,MMD-3D,2011-07-06 07:11:36,4915.35
3,11.56,1399.44,28.0,0.28,114981,19.0,Mugen,2011-07-06 07:11:36,13588.44
4,19.87,356.88,240.67,3.15,115760,30.0,VOCALOID-UTAU,2011-07-06 07:11:36,7631.55
5,0.52,0.0,1.9,0.0,115111,16.0,flash游戏,2011-07-06 07:11:36,1853.48
6,0.0,61.0,0.0,0.0,113221,154.0,三次元舞蹈,2011-07-06 07:11:36,2493.0
7,9.32,884.71,84.27,0.86,112325,29.0,三次元音乐,2011-07-06 07:11:36,5302.25
8,222.0,143.67,1357.33,8.33,113187,126.0,人力VOCALOID,2011-07-06 07:11:36,126236.0
9,23.73,272.0,246.27,12.82,114538,174.0,其他,2011-07-06 07:11:36,24195.73
10,3.41,1954.6,23.38,0.41,115984,17.0,单机联机,2011-07-06 07:11:36,4911.79
11,6.0,2724.0,12.0,0.0,115753,153.0,国产动画,2011-07-06 07:11:36,31210.5
12,5.0,248.0,57.0,4.0,112744,168.0,国产原创相关,2011-07-06 07:11:36,7841.0
13,11.86,332.82,119.18,1.05,114051,20.0,宅舞,2011-07-06 07:11:36,18254.02
14,1382.81,19920.3,5233.3,30.3,112791,32.0,完结动画,2011-07-06 07:11:36,534709.41
15,60.6,884.4,637.8,9.2,115862,152.0,官方延伸,2011-07-06 07:11:36,16154.6
16,204.0,4654.0,3536.0,267.0,113712,183.0,影视剪辑,2011-07-06 07:11:36,260284.0
17,0.0,534.0,1.0,0.0,114729,182.0,影视杂谈,2011-07-06 07:11:36,2333.5
18,0.5,234.5,2.5,0.0,113578,138.0,搞笑,2011-07-06 07:11:36,1893.5
19,0.0,165.0,3.0,0.0,115570,95.0,数码,2011-07-06 07:11:36,4147.0
20,6.16,473.06,58.37,1.36,112305,21.0,日常,2011-07-06 07:11:36,8606.32
21,0.2,374.4,3.0,0.0,114562,173.0,桌游棋牌,2011-07-06 07:11:36,3766.6
22,4.0,276.17,50.83,0.33,113369,59.0,演奏,2011-07-06 07:11:36,3273.0
23,17.0,16081.0,1071.0,1.0,114749,179.0,热血军事,2011-07-06 07:11:36,42414.0
24,3.0,1993.5,114.5,0.5,112244,86.0,特摄,2011-07-06 07:11:36,6781.0
25,0.55,1714.08,3.48,0.05,113058,171.0,电子竞技,2011-07-06 07:11:36,2635.67
26,44.96,1133.65,374.7,7.43,114499,47.0,短片-手书-配音,2011-07-06 07:11:36,10798.0
27,16.5,28076.5,1104.5,4.0,114215,178.0,科学探索,2011-07-06 07:11:36,17886.5
28,7.95,852.96,70.92,0.79,114406,27.0,综合,2011-07-06 07:11:36,4485.84
29,0.65,2184.32,2.29,0.03,114377,65.0,网络游戏,2011-07-06 07:11:36,1592.1
30,19.11,383.89,141.72,0.47,115166,31.0,翻唱,2011-07-06 07:11:36,7330.62
31,135.83,1421.91,121.86,1.01,114277,33.0,连载动画,2011-07-06 07:11:36,106986.8
32,8.16,131.76,74.12,1.14,112443,26.0,音MAD,2011-07-06 07:11:36,7827.18
33,12.63,1186.85,116.66,1.0,113616,130.0,音乐选集,2011-07-06 07:11:36,7608.74
34,1.6,193.4,16.2,0.8,112880,136.0,音游,2011-07-06 07:11:36,4235.2
35,3.0,1147.67,36.33,0.33,115100,184.0,预告 资讯,2011-07-06 07:11:36,8583.67
36,78.92,141.06,554.67,2.8,115210,22.0,鬼畜调教,2011-07-06 07:11:36,31893.04
0,32.09,281.32,177.84,1.63,118561,24.0,MAD-AMV,2011-07-16 07:11:36,8513.23
1,3.81,575.2,77.34,1.27,118196,25.0,MMD-3D,2011-07-16 07:11:36,2886.42
2,2.54,1432.62,4.08,0.0,116870,19.0,Mugen,2011-07-16 07:11:36,4374.08
3,4.81,395.9,46.0,1.42,117620,30.0,VOCALOID-UTAU,2011-07-16 07:11:36,1421.53
4,0.12,0.0,1.78,0.02,119893,16.0,flash游戏,2011-07-16 07:11:36,2029.37
5,12.0,243.5,336.0,0.0,119441,154.0,三次元舞蹈,2011-07-16 07:11:36,26251.5
6,8.33,1084.93,77.04,0.75,118516,29.0,三次元音乐,2011-07-16 07:11:36,4577.62
7,554.29,288.14,2385.14,11.43,116168,126.0,人力VOCALOID,2011-07-16 07:11:36,131705.43
8,2.08,592.83,117.33,6.5,119401,174.0,其他,2011-07-16 07:11:36,18762.83
9,4.34,1410.21,20.98,0.19,120040,17.0,单机联机,2011-07-16 07:11:36,5388.77
10,554.0,437.0,893.0,13.0,117563,28.0,原创音乐,2011-07-16 07:11:36,67062.0
11,0.0,1025.0,4.0,0.0,116091,185.0,国产剧,2011-07-16 07:11:36,1575.0
12,3.5,1339.0,239.5,1.0,119526,168.0,国产原创相关,2011-07-16 07:11:36,24226.0
13,9.06,301.64,153.03,0.81,120147,20.0,宅舞,2011-07-16 07:11:36,15931.67
14,100.46,16685.38,1478.92,12.04,119276,32.0,完结动画,2011-07-16 07:11:36,57957.23
15,68.4,1937.0,806.0,5.6,118381,152.0,官方延伸,2011-07-16 07:11:36,35108.2
16,5.0,187.0,13.0,0.0,119236,172.0,手机游戏,2011-07-16 07:11:36,5926.0
17,3.0,667.0,49.0,3.0,117251,138.0,搞笑,2011-07-16 07:11:36,4257.0
18,5.23,686.85,54.38,0.79,116846,21.1,日常,2011-07-16 07:11:36,8040.32
19,0.0,667.75,1.5,0.0,119220,173.0,桌游棋牌,2011-07-16 07:11:36,3193.5
20,6.29,227.57,67.36,0.86,116508,59.0,演奏,2011-07-16 07:11:36,4826.0
21,2.0,2830.0,64.0,0.0,116399,179.0,热血军事,2011-07-16 07:11:36,3486.0
22,2.53,1857.3,12.93,0.33,119907,171.0,电子竞技,2011-07-16 07:11:36,4057.03
23,4.75,484.3,80.3,0.5,117951,47.0,短片-手书-配音,2011-07-16 07:11:36,3402.45
24,4.33,2341.33,38.67,0.33,117594,178.0,科学探索,2011-07-16 07:11:36,2852.0
25,26.64,664.68,205.86,3.87,118477,27.18,综合,2011-07-16 07:11:36,20674.99
26,0.28,2420.75,4.91,0.03,117521,65.0,网络游戏,2011-07-16 07:11:36,1398.49
27,22.1,428.21,153.84,0.73,119022,31.0,翻唱,2011-07-16 07:11:36,8388.52
28,114.0,1497.73,85.67,0.78,118898,33.0,连载动画,2011-07-16 07:11:36,92775.16
29,14.06,247.89,94.57,0.57,117471,26.0,音MAD,2011-07-16 07:11:36,6552.68
30,16.34,1302.77,147.59,0.7,119479,130.0,音乐选集,2011-07-16 07:11:36,18082.79
31,0.82,1444.73,3.0,0.0,119916,136.0,音游,2011-07-16 07:11:36,2116.82
32,13.18,196.48,107.42,1.12,116373,22.0,鬼畜调教,2011-07-16 07:11:36,15649.2
0,10.09,329.24,83.71,0.85,121572,24.0,MAD-AMV,2011-07-26 07:11:36,6965.91
1,8.62,231.93,192.48,3.98,120403,25.0,MMD-3D,2011-07-26 07:11:36,6404.66
2,14.06,1976.82,33.65,0.18,120506,19.0,Mugen,2011-07-26 07:11:36,10302.82
3,19.39,544.03,217.82,1.97,121338,30.0,VOCALOID-UTAU,2011-07-26 07:11:36,7225.04
4,1.0,0.0,4.79,0.03,121941,16.0,flash游戏,2011-07-26 07:11:36,2895.55
5,19.0,821.76,135.15,3.58,121358,29.0,三次元音乐,2011-07-26 07:11:36,8804.05
6,152.5,222.5,706.17,6.0,121036,126.0,人力VOCALOID,2011-07-26 07:11:36,55351.83
7,0.0,2839.5,30.5,0.0,120797,37.0,人文历史,2011-07-26 07:11:36,3288.5
8,2.45,352.36,31.64,0.82,123688,174.0,其他,2011-07-26 07:11:36,4605.64
9,3.94,1475.1,23.21,0.47,122647,17.0,单机联机,2011-07-26 07:11:36,5484.03
10,0.25,104.75,4.5,0.0,121177,153.0,国产动画,2011-07-26 07:11:36,1336.75
11,6.0,1305.0,45.0,0.0,120948,168.0,国产原创相关,2011-07-26 07:11:36,2706.0
12,5.62,440.47,81.23,0.51,121692,20.0,宅舞,2011-07-26 07:11:36,10011.14
13,44.0,13596.44,908.44,2.44,120899,32.0,完结动画,2011-07-26 07:11:36,29496.0
14,44.0,2157.0,657.0,1.5,121552,152.0,官方延伸,2011-07-26 07:11:36,28065.5
15,2.0,59.0,4.0,0.0,122313,172.0,手机游戏,2011-07-26 07:11:36,3604.0
16,2.0,215.5,7.5,0.0,121210,138.0,搞笑,2011-07-26 07:11:36,3033.0
17,4.94,845.91,53.71,0.68,121935,21.0,日常,2011-07-26 07:11:36,6891.86
18,1.75,603.0,13.0,0.12,120720,173.0,桌游棋牌,2011-07-26 07:11:36,12349.0
19,2.85,305.15,30.54,0.08,123581,59.0,演奏,2011-07-26 07:11:36,4184.85
20,1.5,2815.5,48.0,0.0,123263,179.0,热血军事,2011-07-26 07:11:36,2933.5
21,1.41,1925.25,10.65,0.05,123891,171.0,电子竞技,2011-07-26 07:11:36,4263.65
22,10.93,403.14,129.43,1.21,122294,47.0,短片-手书-配音,2011-07-26 07:11:36,5540.93
23,2.67,2393.0,24.0,0.33,120309,178.0,科学探索,2011-07-26 07:11:36,-1.0
24,9.9,687.5,63.55,0.4,123784,27.0,综合,2011-07-26 07:11:36,6110.45
25,0.34,1634.19,2.94,0.08,120677,65.0,网络游戏,2011-07-26 07:11:36,1867.64
26,17.33,358.57,137.81,0.77,120690,31.0,翻唱,2011-07-26 07:11:36,8111.48
27,5.0,2620.0,33.0,0.0,122597,180.0,舌尖上的旅行,2011-07-26 07:11:36,19263.0
28,238.5,71412.5,3111.5,3.5,124199,124.0,趣味科普人文,2011-07-26 07:11:36,87735.5
29,137.72,1466.39,43.56,0.95,123954,33.0,连载动画,2011-07-26 07:11:36,73327.9
30,4.0,452.0,5.0,0.0,123866,122.0,野生技术协会,2011-07-26 07:11:36,4166.0
31,46.91,213.32,303.58,3.58,122146,26.0,音MAD,2011-07-26 07:11:36,19631.91
32,31.27,1354.64,313.77,3.05,124394,130.0,音乐选集,2011-07-26 07:11:36,13621.85
33,0.6,606.2,3.1,0.1,124395,136.0,音游,2011-07-26 07:11:36,1921.5
34,0.0,148.0,5.0,0.0,124396,184.0,预告 资讯,2011-07-26 07:11:36,3091.0
35,11.65,142.35,110.14,0.51,123977,22.0,鬼畜调教,2011-07-26 07:11:36,8871.37
0,6.0,230.0,62.5,1.5,128481,175.0,ASMR,2011-08-05 07:11:36,11710.5
1,1007.0,11502.0,6645.0,56.0,124686,131.0,Korea相关,2011-08-05 07:11:36,125696.0
2,33.53,282.68,236.76,2.15,128752,24.0,MAD-AMV,2011-08-05 07:11:36,8903.19
3,5.26,253.11,89.42,1.11,127250,25.0,MMD-3D,2011-08-05 07:11:36,4082.74
4,12.06,1909.18,23.12,0.18,126494,19.0,Mugen,2011-08-05 07:11:36,9687.35
5,6.6,318.06,109.58,2.3,129761,30.0,VOCALOID-UTAU,2011-08-05 07:11:36,3080.6
6,0.05,0.0,1.68,0.0,129082,16.0,flash游戏,2011-08-05 07:11:36,1630.37
7,0.0,220.0,1.0,0.0,127823,154.0,三次元舞蹈,2011-08-05 07:11:36,1634.0
8,26.75,930.81,226.75,2.06,128577,29.0,三次元音乐,2011-08-05 07:11:36,8719.47
9,17.5,186.0,58.5,0.0,124467,126.0,人力VOCALOID,2011-08-05 07:11:36,3658.5
10,25.0,44856.0,2465.0,3.0,129829,37.0,人文历史,2011-08-05 07:11:36,42022.0
11,2.47,1053.41,107.76,0.24,129752,174.0,其他,2011-08-05 07:11:36,4961.18
12,17.0,183.5,84.5,0.5,125510,75.0,动物圈,2011-08-05 07:11:36,15525.0
13,3.37,1328.99,11.98,0.13,126435,17.0,单机联机,2011-08-05 07:11:36,3027.0
14,5.0,1166.67,20.67,0.33,128422,153.0,国产动画,2011-08-05 07:11:36,18906.0
15,4.0,1709.67,17.33,0.33,127548,168.0,国产原创相关,2011-08-05 07:11:36,12383.33
16,4.54,359.43,49.39,0.26,126322,20.0,宅舞,2011-08-05 07:11:36,6888.62
17,109.9,32188.1,1239.68,4.32,125396,32.0,完结动画,2011-08-05 07:11:36,85070.97
18,16.25,1019.75,278.0,1.12,129610,152.0,官方延伸,2011-08-05 07:11:36,5530.0
19,13.0,215.25,83.25,0.5,128934,183.0,影视剪辑,2011-08-05 07:11:36,5838.5
20,1.5,98.5,26.5,0.0,126054,172.0,手机游戏,2011-08-05 07:11:36,25801.5
21,0.0,703.0,58.0,1.0,127984,138.0,搞笑,2011-08-05 07:11:36,11803.0
22,3.52,831.82,49.55,0.89,126996,21.0,日常,2011-08-05 07:11:36,7782.78
23,6.0,252.0,46.0,1.0,126893,96.0,星海,2011-08-05 07:11:36,13467.0
24,1.5,483.08,5.0,0.0,126773,173.0,桌游棋牌,2011-08-05 07:11:36,7444.58
25,38.44,395.92,371.28,2.47,126635,59.0,演奏,2011-08-05 07:11:36,23429.22
26,1.0,2817.0,44.0,0.0,124728,179.0,热血军事,2011-08-05 07:11:36,3053.0
27,33.0,2817.0,589.0,9.0,128288,86.0,特摄,2011-08-05 07:11:36,14232.0
28,1.64,1891.07,8.25,0.13,127842,171.0,电子竞技,2011-08-05 07:11:36,3283.58
29,19.0,903.0,294.0,1.0,126766,85.0,短片,2011-08-05 07:11:36,15749.0
30,7.16,417.76,52.11,0.34,124761,47.0,短片-手书-配音,2011-08-05 07:11:36,3379.42
31,11.59,600.03,111.49,1.83,125896,27.0,综合,2011-08-05 07:11:36,7883.04
32,2.14,1728.02,4.41,0.02,124947,65.0,网络游戏,2011-08-05 07:11:36,2669.98
33,237.0,1098.0,2344.0,15.0,130063,76.0,美食圈,2011-08-05 07:11:36,427897.0
34,23.77,583.07,139.76,0.79,126720,31.0,翻唱,2011-08-05 07:11:36,8365.7
35,4.67,2168.33,78.0,0.0,124745,124.0,趣味科普人文,2011-08-05 07:11:36,17680.0
36,87.46,1655.53,134.81,1.02,128364,33.0,连载动画,2011-08-05 07:11:36,70428.98
37,0.5,31.75,14.75,0.25,128794,122.0,野生技术协会,2011-08-05 07:11:36,17645.25
38,42.58,203.09,318.29,5.18,126267,26.0,音MAD,2011-08-05 07:11:36,10309.22
39,15.1,2573.2,158.9,1.11,129031,130.0,音乐选集,2011-08-05 07:11:36,10075.38
40,25.54,847.31,326.38,0.54,125501,136.0,音游,2011-08-05 07:11:36,25378.38
41,2.25,138.75,20.5,0.0,125305,184.0,预告 资讯,2011-08-05 07:11:36,6254.5
42,14.41,170.11,132.59,1.73,126377,22.0,鬼畜调教,2011-08-05 07:11:36,18224.29
0,16.87,341.36,143.61,0.78,130732,24.0,MAD-AMV,2011-08-15 07:11:36,7216.47
1,7.27,385.42,102.17,1.14,131890,25.0,MMD-3D,2011-08-15 07:11:36,4420.3
2,4.38,2006.23,14.23,0.15,134014,19.0,Mugen,2011-08-15 07:11:36,11012.85
3,2.8,302.8,31.39,0.96,134976,30.0,VOCALOID-UTAU,2011-08-15 07:11:36,1671.77
4,0.11,0.0,1.86,0.0,131167,16.0,flash游戏,2011-08-15 07:11:36,1556.26
5,114.0,194.0,397.0,0.0,132092,154.0,三次元舞蹈,2011-08-15 07:11:36,173507.0
6,16.81,952.14,199.34,1.7,132321,29.0,三次元音乐,2011-08-15 07:11:36,12416.61
7,34.5,257.5,190.5,0.0,131754,126.0,人力VOCALOID,2011-08-15 07:11:36,19323.5
8,10.46,571.69,86.0,6.08,133155,174.0,其他,2011-08-15 07:11:36,13650.38
9,3084.5,2569.0,2873.5,65.0,131455,153.0,国产动画,2011-08-15 07:11:36,377517.5
10,12.0,106.5,47.0,1.5,135235,168.0,国产原创相关,2011-08-15 07:11:36,13855.5
11,13.47,337.68,108.19,9.94,134934,20.0,宅舞,2011-08-15 07:11:36,13185.7
12,276.52,27460.0,2918.52,6.72,135209,32.0,完结动画,2011-08-15 07:11:36,148981.8
13,6.0,623.6,86.4,0.2,132145,152.0,官方延伸,2011-08-15 07:11:36,6551.9
14,167.0,147975.0,2454.0,18.0,130496,169.0,布袋戏,2011-08-15 07:11:36,126274.0
15,0.0,288.0,3.0,0.0,132380,182.0,影视杂谈,2011-08-15 07:11:36,2720.0
16,0.5,1401.5,3.0,0.0,134559,172.0,手机游戏,2011-08-15 07:11:36,3135.5
17,0.0,243.0,3.0,0.0,132848,138.0,搞笑,2011-08-15 07:11:36,1842.0
18,4.79,768.54,74.07,0.67,134296,21.0,日常,2011-08-15 07:11:36,7333.3
19,0.0,331.0,0.25,0.0,132949,173.0,桌游棋牌,2011-08-15 07:11:36,2345.0
20,13.4,298.73,120.73,0.73,131233,59.0,演奏,2011-08-15 07:11:36,7938.0
21,13.0,888.0,203.0,0.0,134782,39.0,演讲-公开课,2011-08-15 07:11:36,5319.0
22,1.0,70.0,5.0,1.0,133002,86.0,特摄,2011-08-15 07:11:36,2315.0
23,1.03,4010.67,6.74,0.08,131570,171.0,电子竞技,2011-08-15 07:11:36,3760.01
24,1.0,930.0,19.5,0.5,132074,85.0,短片,2011-08-15 07:11:36,6444.5
25,24.52,611.91,251.65,2.3,131686,47.0,短片-手书-配音,2011-08-15 07:11:36,16304.17
26,21.5,9316.5,252.0,1.5,135243,178.0,科学探索,2011-08-15 07:11:36,5951.5
27,20.78,628.03,175.24,1.99,131178,27.12,综合,2011-08-15 07:11:36,10895.12
28,3.19,2715.58,15.06,0.56,130309,65.0,网络游戏,2011-08-15 07:11:36,2576.02
29,20.3,636.45,138.82,1.23,132319,31.0,翻唱,2011-08-15 07:11:36,8736.51
30,1.0,560.0,57.0,0.0,132902,124.0,趣味科普人文,2011-08-15 07:11:36,2483.0
31,76.42,1409.31,37.75,0.27,130403,33.0,连载动画,2011-08-15 07:11:36,52007.52
32,74.0,16674.0,1991.0,8.0,134740,122.0,野生技术协会,2011-08-15 07:11:36,15726.0
33,47.54,157.7,235.23,1.05,131106,26.0,音MAD,2011-08-15 07:11:36,9723.75
34,45.06,1262.76,200.37,1.9,133110,130.0,音乐选集,2011-08-15 07:11:36,12107.84
35,3.12,1341.5,32.44,0.25,133971,136.0,音游,2011-08-15 07:11:36,5795.94
36,0.0,123.0,14.0,1.0,130181,184.0,预告 资讯,2011-08-15 07:11:36,9809.0
37,13.84,210.02,86.87,2.22,132633,22.0,鬼畜调教,2011-08-15 07:11:36,8502.56
0,37.6,275.25,245.18,1.76,138455,24.0,MAD-AMV,2011-08-25 07:11:36,8027.96
1,2.37,372.43,65.26,0.18,137749,25.0,MMD-3D,2011-08-25 07:11:36,3328.99
2,1219.0,4823.0,16844.0,14.0,136058,46.0,MMD.3D,2011-08-25 07:11:36,1027307.0
3,4.94,1787.59,7.71,0.06,139962,19.0,Mugen,2011-08-25 07:11:36,7122.41
4,6.1,472.42,76.65,1.74,138260,30.0,VOCALOID-UTAU,2011-08-25 07:11:36,2907.25
5,0.02,0.0,0.31,0.0,136857,16.0,flash游戏,2011-08-25 07:11:36,1113.82
6,0.0,2084.0,6.5,0.0,138732,154.0,三次元舞蹈,2011-08-25 07:11:36,2129.5
7,8.21,915.86,99.74,0.84,139260,29.0,三次元音乐,2011-08-25 07:11:36,5695.06
8,103.33,197.33,787.0,8.33,138542,126.0,人力VOCALOID,2011-08-25 07:11:36,56928.67
9,8.0,5541.0,138.0,1.0,136808,37.0,人文历史,2011-08-25 07:11:36,9495.0
10,6.33,677.47,81.47,0.27,139012,174.0,其他,2011-08-25 07:11:36,9086.53
11,205.0,1236.0,1322.0,23.0,135944,153.0,国产动画,2011-08-25 07:11:36,11307.0
12,111.0,456.0,1442.0,14.0,135433,168.0,国产原创相关,2011-08-25 07:11:36,201592.0
13,6.48,439.08,80.35,0.55,139325,20.0,宅舞,2011-08-25 07:11:36,11012.45
14,406.16,24151.95,2720.95,7.53,137129,32.0,完结动画,2011-08-25 07:11:36,316393.16
15,89.5,5206.8,2216.9,6.9,138805,152.0,官方延伸,2011-08-25 07:11:36,17455.7
16,0.57,290.43,17.57,0.14,139648,138.0,搞笑,2011-08-25 07:11:36,4175.14
17,7.27,602.8,73.71,1.43,137685,21.17,日常,2011-08-25 07:11:36,8795.45
18,0.67,488.83,3.67,0.0,140024,173.0,桌游棋牌,2011-08-25 07:11:36,3985.17
19,704.0,508.38,4960.58,176.12,136601,59.0,演奏,2011-08-25 07:11:36,87823.92
20,0.0,2310.0,41.0,0.0,140136,179.0,热血军事,2011-08-25 07:11:36,2738.0
21,29.25,931.75,231.75,2.5,138680,86.0,特摄,2011-08-25 07:11:36,13586.0
22,0.7,1778.47,7.07,0.13,139337,171.0,电子竞技,2011-08-25 07:11:36,3550.83
23,2.0,518.0,8.0,0.0,137381,85.0,短片,2011-08-25 07:11:36,4272.0
24,10.12,481.36,121.84,1.12,140205,47.0,短片-手书-配音,2011-08-25 07:11:36,4967.92
25,0.33,2646.67,11.0,0.0,137791,178.0,科学探索,2011-08-25 07:11:36,3272.0
26,10.71,593.8,93.71,1.14,135467,27.0,综合,2011-08-25 07:11:36,4887.11
27,0.7,1945.68,1.18,0.0,136892,65.0,网络游戏,2011-08-25 07:11:36,2003.55
28,0.0,1244.0,59.0,1.0,137820,76.0,美食圈,2011-08-25 07:11:36,9903.0
29,12.19,295.8,87.43,0.65,139552,31.0,翻唱,2011-08-25 07:11:36,4978.23
30,6.75,490.25,342.25,0.5,138499,156.0,舞蹈教程,2011-08-25 07:11:36,13230.0
31,14.6,4272.0,317.6,2.6,136040,124.0,趣味科普人文,2011-08-25 07:11:36,9131.4
32,93.94,1418.91,31.71,0.41,138195,33.0,连载动画,2011-08-25 07:11:36,62192.9
33,5.91,138.36,67.68,1.73,138392,26.0,音MAD,2011-08-25 07:11:36,7550.5
34,10.95,1642.78,135.41,0.64,135623,130.0,音乐选集,2011-08-25 07:11:36,8595.96
35,3.29,1794.71,5.79,0.07,140093,136.0,音游,2011-08-25 07:11:36,3130.57
36,2.0,228.5,23.5,0.5,139351,184.0,预告 资讯,2011-08-25 07:11:36,4454.0
37,8.6,164.52,53.88,0.68,135422,22.0,鬼畜调教,2011-08-25 07:11:36,10384.17
0,0.0,849.67,15.33,0.0,140829,175.0,ASMR,2011-09-04 07:11:36,3027.67
1,34.46,229.04,137.51,2.78,143415,24.0,MAD-AMV,2011-09-04 07:11:36,5619.72
2,6.42,311.15,87.92,0.45,141498,25.0,MMD-3D,2011-09-04 07:11:36,4897.91
3,14.4,1699.05,51.65,0.65,142965,19.0,Mugen,2011-09-04 07:11:36,16272.7
4,2.97,351.31,38.74,0.91,141996,30.0,VOCALOID-UTAU,2011-09-04 07:11:36,2089.3
5,0.12,0.0,2.15,0.0,143374,16.0,flash游戏,2011-09-04 07:11:36,3114.76
6,15.0,575.0,282.0,1.0,141369,154.0,三次元舞蹈,2011-09-04 07:11:36,35725.5
7,5.15,491.13,56.44,0.38,141473,29.0,三次元音乐,2011-09-04 07:11:36,4869.22
8,1261.75,225.25,2924.5,122.75,141349,126.0,人力VOCALOID,2011-09-04 07:11:36,93912.5
9,6.14,606.29,64.71,1.14,141207,174.0,其他,2011-09-04 07:11:36,4217.43
10,1.0,248.0,5.0,0.0,140975,153.0,国产动画,2011-09-04 07:11:36,839.0
11,5.05,343.54,105.19,5.32,140268,20.0,宅舞,2011-09-04 07:11:36,9766.86
12,180.3,16726.7,1774.33,11.7,143673,32.0,完结动画,2011-09-04 07:11:36,86046.85
13,12.8,1651.6,567.0,1.2,142030,152.0,官方延伸,2011-09-04 07:11:36,19276.4
14,0.0,169.0,5.0,0.0,142254,166.0,广告,2011-09-04 07:11:36,1897.0
15,0.2,194.0,5.0,0.2,141433,138.0,搞笑,2011-09-04 07:11:36,2922.4
16,4.0,243.0,331.0,0.0,140946,127.0,教程演示,2011-09-04 07:11:36,11670.0
17,4.36,646.68,54.16,0.68,141347,21.0,日常,2011-09-04 07:11:36,6640.55
18,0.0,255.0,13.0,0.0,141695,96.0,星海,2011-09-04 07:11:36,4888.0
19,2.38,487.25,23.88,0.12,140631,173.0,桌游棋牌,2011-09-04 07:11:36,6754.25
20,112.13,672.47,771.93,5.53,141391,59.0,演奏,2011-09-04 07:11:36,32391.73
21,0.2,2816.2,17.6,0.2,142790,179.0,热血军事,2011-09-04 07:11:36,1858.2
22,0.0,62.0,1.0,0.0,142098,86.0,特摄,2011-09-04 07:11:36,789.0
23,0.55,2173.92,4.44,0.04,143019,171.0,电子竞技,2011-09-04 07:11:36,2578.75
24,12.8,1714.8,28.6,2.0,142981,85.0,短片,2011-09-04 07:11:36,3599.4
25,4.0,978.74,41.26,0.42,144161,47.0,短片-手书-配音,2011-09-04 07:11:36,4441.53
26,115.0,38179.6,2008.4,4.0,140686,178.0,科学探索,2011-09-04 07:11:36,-1.0
27,15.73,528.53,116.46,1.63,141704,27.0,综合,2011-09-04 07:11:36,8502.1
28,0.59,2881.85,3.82,0.0,142514,65.0,网络游戏,2011-09-04 07:11:36,1831.76
29,15.39,296.52,104.54,1.35,140245,31.0,翻唱,2011-09-04 07:11:36,6097.17
30,2.0,129.0,55.0,0.0,142083,156.0,舞蹈教程,2011-09-04 07:11:36,2589.0
31,0.8,1473.6,34.0,0.4,142382,124.0,趣味科普人文,2011-09-04 07:11:36,3168.8
32,202.99,1263.44,54.08,0.37,140761,33.0,连载动画,2011-09-04 07:11:36,65985.52
33,45.64,137.4,317.16,2.32,141517,26.0,音MAD,2011-09-04 07:11:36,13291.2
34,5.72,1396.8,80.11,0.39,141276,130.0,音乐选集,2011-09-04 07:11:36,5957.66
35,1.8,517.67,12.87,0.13,142783,136.0,音游,2011-09-04 07:11:36,5405.73
36,3.0,165.0,20.0,1.0,141736,184.0,预告 资讯,2011-09-04 07:11:36,11284.0
37,43.95,346.52,332.55,8.31,140957,22.0,鬼畜调教,2011-09-04 07:11:36,33097.95
0,0.0,55.0,3.0,0.0,145955,175.0,ASMR,2011-09-14 07:11:36,755.0
1,14.33,285.87,112.83,0.7,147085,24.0,MAD-AMV,2011-09-14 07:11:36,4944.26
2,2.86,375.04,58.8,0.4,145311,25.0,MMD-3D,2011-09-14 07:11:36,4061.95
3,3.0,1641.36,12.05,0.14,144806,19.0,Mugen,2011-09-14 07:11:36,5518.95
4,26.25,644.21,321.01,3.36,144737,30.0,VOCALOID-UTAU,2011-09-14 07:11:36,10360.73
5,0.0,0.0,0.44,0.05,144725,16.0,flash游戏,2011-09-14 07:11:36,936.18
6,15.48,916.18,166.79,1.03,146353,29.0,三次元音乐,2011-09-14 07:11:36,8233.15
7,1297.0,619.0,9133.0,51.0,147778,126.0,人力VOCALOID,2011-09-14 07:11:36,653344.0
8,2.56,549.11,82.89,1.67,145252,174.0,其他,2011-09-14 07:11:36,3810.22
9,0.0,139.0,17.0,0.0,144259,75.0,动物圈,2011-09-14 07:11:36,5030.0
10,17.75,1363.75,350.5,0.5,145552,153.0,国产动画,2011-09-14 07:11:36,93644.5
11,7.0,93.0,61.0,2.0,146598,168.0,国产原创相关,2011-09-14 07:11:36,15797.0
12,3.92,565.51,72.41,0.25,146734,20.0,宅舞,2011-09-14 07:11:36,5356.86
13,79.83,9141.39,948.17,3.22,147006,32.0,完结动画,2011-09-14 07:11:36,69603.17
14,53.5,786.4,396.0,2.6,144966,152.0,官方延伸,2011-09-14 07:11:36,11302.5
15,0.33,314.0,21.33,0.33,148150,138.0,搞笑,2011-09-14 07:11:36,2905.33
16,0.0,153.0,0.0,0.0,146626,95.0,数码,2011-09-14 07:11:36,2108.0
17,3.52,703.71,56.84,1.26,147056,21.0,日常,2011-09-14 07:11:36,7457.38
18,0.57,1299.29,4.71,0.0,145189,173.0,桌游棋牌,2011-09-14 07:11:36,4568.29
